Unnamed: 0,bstopid,bstopnm,arsno,gpsx,gpsy,stoptype,버스노선수
4227,164090401,범내골역,,129.058789230419,35.146564166625,마을,2.0
4228,164090501,범내골역,,129.058957522679,35.147571206029,마을,2.0
4229,164170201,부전역,,129.062753593157,35.161307402925,마을,2.0
4230,164170501,부전역,,129.062215356998,35.162266760376,마을,6.0
4231,164170502,부전시장,,129.061575696626,35.163245298297,마을,6.0
4232,164190102,대원칸타빌아파트,,129.067533335145,35.170764651059,마을,2.0
4233,164200202,범일역,,129.060321760563,35.140565956213,마을,4.0
4234,164240202,성북초등학교,,129.067057821419,35.149690518543,마을,4.0
4235,164240401,지오플레이스,,129.064506750363,35.149265043852,마을,4.0
4236,164280101,부산은행(전포역),,129.065941059313,35.154437711646,마을,4.0
4237,164280102,전포1동주민센터,,129.067767109005,35.154453921199,마을,4.0
4238,164280301,부전도서관,,129.06286657736,35.154576387464,마을,4.0
4239,164290102,동성고등학교,,129.068502467594,35.151334267713,마을,4.0
4240,164290103,부산진여자중학교,,129.068489380467,35.153508044077,마을,4.0
4241,164290302,부산마케팅고등학교,,129.069274716176,35.150084347561,마을,4.0
4242,164290402,성북초등학교,,129.067077916042,35.15006377617,마을,2.0
4243,164300202,경남공업고등학교,,129.062273311468,35.152957877562,마을,4.0
